time,count
2017-11-24-12:06:0,48596
2017-11-24-12:07:0,46281
2017-11-24-12:08:0,52730
2017-11-24-12:09:0,47592
2017-11-24-12:10:0,46491
2017-11-24-12:11:0,44578
2017-11-24-12:12:0,52374
2017-11-24-12:13:0,41536
2017-11-24-12:14:0,45641
2017-11-24-12:15:0,41349
2017-11-24-12:16:0,42155
2017-11-24-12:17:0,42492
2017-11-24-12:18:0,42574
2017-11-24-12:19:0,44781
2017-11-24-12:20:0,46395
2017-11-24-12:21:0,42212
2017-11-24-12:22:0,46089
2017-11-24-12:23:0,45640
2017-11-24-12:24:0,45249
2017-11-24-12:25:0,44790
2017-11-24-12:26:0,45935
2017-11-24-12:27:0,45810
2017-11-24-12:28:0,44024
2017-11-24-12:29:0,40112
2017-11-24-12:30:0,42661
2017-11-24-12:31:0,42090
2017-11-24-12:32:0,42422
2017-11-24-12:33:0,45993
2017-11-24-12:34:0,50433
2017-11-24-12:35:0,45407
2017-11-24-12:36:0,46699
2017-11-24-12:37:0,46124
2017-11-24-12:38:0,50209
2017-11-24-12:39:0,48395
2017-11-24-12:40:0,46322
2017-11-24-12:41:0,48251
2017-11-24-12:42:0,47539
2017-11-24-12:43:0,46739
2017-11-24-12:44:0,52516
2017-11-24-12:45:0,53020
2017-11-24-12:46:0,49543
2017-11-24-12:47:0,49068
2017-11-24-12:48:0,48795
2017-11-24-12:49:0,50869
2017-11-24-12:50:0,48887
2017-11-24-12:51:0,49638
2017-11-24-12:52:0,49006
2017-11-24-12:53:0,51586
2017-11-24-12:54:0,49150
2017-11-24-12:55:0,47577
2017-11-24-12:56:0,49463
2017-11-24-12:57:0,49569
2017-11-24-12:58:0,50044
2017-11-24-12:59:0,54333
2017-11-24-13:00:0,52496
2017-11-24-13:01:0,45620
2017-11-24-13:02:0,47901
2017-11-24-13:03:0,48054
2017-11-24-13:04:0,50665
2017-11-24-13:05:0,47481
2017-11-24-13:06:0,49001
2017-11-24-13:07:0,46598
2017-11-24-13:08:0,47735
2017-11-24-13:09:0,45014
2017-11-24-13:10:0,49385
2017-11-24-13:11:0,48147
2017-11-24-13:12:0,46694
2017-11-24-13:13:0,44550
2017-11-24-13:14:0,49670
2017-11-24-13:15:0,48007
2017-11-24-13:16:0,45923
2017-11-24-13:17:0,49684
2017-11-24-13:18:0,47849
2017-11-24-13:19:0,46630
2017-11-24-13:20:0,47479
2017-11-24-13:21:0,49324
2017-11-24-13:22:0,45570
2017-11-24-13:23:0,45088
2017-11-24-13:24:0,47565
2017-11-24-13:25:0,48141
2017-11-24-13:26:0,49206
2017-11-24-13:27:0,51293
2017-11-24-13:28:0,49081
2017-11-24-13:29:0,46316
2017-11-24-13:30:0,45693
2017-11-24-13:31:0,44041
2017-11-24-13:32:0,47328
2017-11-24-13:33:0,44294
2017-11-24-13:34:0,42784
2017-11-24-13:35:0,44817
2017-11-24-13:36:0,47113
2017-11-24-13:37:0,50125
2017-11-24-13:38:0,45360
2017-11-24-13:39:0,47332
2017-11-24-13:40:0,48074
2017-11-24-13:41:0,45958
2017-11-24-13:42:0,49370
2017-11-24-13:43:0,51210
2017-11-24-13:44:0,48256
2017-11-24-13:45:0,49297
2017-11-24-13:46:0,51194
2017-11-24-13:47:0,50538
2017-11-24-13:48:0,48337
2017-11-24-13:49:0,47193
2017-11-24-13:50:0,46481
2017-11-24-13:51:0,44558
2017-11-24-13:52:0,46786
2017-11-24-13:53:0,45504
2017-11-24-13:54:0,49175
2017-11-24-13:55:0,48354
2017-11-24-13:56:0,47331
2017-11-24-13:57:0,49586
2017-11-24-13:58:0,50385
2017-11-24-13:59:0,46995
2017-11-24-14:00:0,49621
2017-11-24-14:01:0,48151
2017-11-24-14:02:0,48354
2017-11-24-14:03:0,49694
2017-11-24-14:04:0,51489
2017-11-24-14:05:0,50017
2017-11-24-14:06:0,52197
2017-11-24-14:07:0,49133
2017-11-24-14:08:0,53031
2017-11-24-14:09:0,57545
2017-11-24-14:10:0,50293
2017-11-24-14:11:0,52205
2017-11-24-14:12:0,55541
2017-11-24-14:13:0,58352
2017-11-24-14:14:0,53097
2017-11-24-14:15:0,52838
2017-11-24-14:16:0,52351
2017-11-24-14:17:0,57256
2017-11-24-14:18:0,53163
2017-11-24-14:19:0,53998
2017-11-24-14:20:0,59107
2017-11-24-14:21:0,57641
2017-11-24-14:22:0,54348
2017-11-24-14:23:0,57861
2017-11-24-14:24:0,57737
2017-11-24-14:25:0,58152
2017-11-24-14:26:0,61556
2017-11-24-14:27:0,57928
2017-11-24-14:28:0,54611
2017-11-24-14:29:0,59911
2017-11-24-14:30:0,57650
2017-11-24-14:31:0,58683
2017-11-24-14:32:0,59553
2017-11-24-14:33:0,56814
2017-11-24-14:34:0,55956
2017-11-24-14:35:0,59265
2017-11-24-14:36:0,59857
2017-11-24-14:37:0,60513
2017-11-24-14:38:0,64546
2017-11-24-14:39:0,62187
2017-11-24-14:40:0,63005
2017-11-24-14:41:0,62203
2017-11-24-14:42:0,59046
2017-11-24-14:43:0,63866
2017-11-24-14:44:0,57227
2017-11-24-14:45:0,61979
2017-11-24-14:46:0,61337
2017-11-24-14:47:0,63599
2017-11-24-14:48:0,61705
2017-11-24-14:49:0,64040
2017-11-24-14:50:0,62769
2017-11-24-14:51:0,62896
2017-11-24-14:52:0,63563
2017-11-24-14:53:0,62701
2017-11-24-14:54:0,64057
2017-11-24-14:55:0,59504
2017-11-24-14:56:0,62008
2017-11-24-14:57:0,62232
2017-11-24-14:58:0,65222
2017-11-24-14:59:0,62482
2017-11-24-15:00:0,58092
2017-11-24-15:01:0,63494
2017-11-24-15:02:0,63168
2017-11-24-15:03:0,63704
2017-11-24-15:04:0,60129
2017-11-24-15:05:0,63819
2017-11-24-15:06:0,66156
2017-11-24-15:07:0,65400
2017-11-24-15:08:0,65824
2017-11-24-15:09:0,66371
2017-11-24-15:10:0,63237
2017-11-24-15:11:0,63786
2017-11-24-15:12:0,64856
2017-11-24-15:13:0,59994
2017-11-24-15:14:0,60888
2017-11-24-15:15:0,65346
2017-11-24-15:16:0,65688
2017-11-24-15:17:0,62967
2017-11-24-15:18:0,65088
2017-11-24-15:19:0,63292
2017-11-24-15:20:0,59894
2017-11-24-15:21:0,58511
2017-11-24-15:22:0,62412
2017-11-24-15:23:0,67798
2017-11-24-15:24:0,69563
2017-11-24-15:25:0,65017
2017-11-24-15:26:0,60610
2017-11-24-15:27:0,64573
2017-11-24-15:28:0,61277
2017-11-24-15:29:0,65259
2017-11-24-15:30:0,60698
2017-11-24-15:31:0,60344
2017-11-24-15:32:0,61604
2017-11-24-15:33:0,64699
2017-11-24-15:34:0,68415
2017-11-24-15:35:0,67702
2017-11-24-15:36:0,65657
2017-11-24-15:37:0,66899
2017-11-24-15:38:0,61125
2017-11-24-15:39:0,64160
2017-11-24-15:40:0,63128
2017-11-24-15:41:0,59068
2017-11-24-15:42:0,60450
2017-11-24-15:43:0,66483
2017-11-24-15:44:0,64651
2017-11-24-15:45:0,59351
2017-11-24-15:46:0,63134
2017-11-24-15:47:0,60819
2017-11-24-15:48:0,57963
2017-11-24-15:49:0,61299
2017-11-24-15:50:0,61794
2017-11-24-15:51:0,62848
2017-11-24-15:52:0,62377
2017-11-24-15:53:0,61621
2017-11-24-15:54:0,57789
2017-11-24-15:55:0,60698
2017-11-24-15:56:0,57829
2017-11-24-15:57:0,64512
2017-11-24-15:58:0,59311
2017-11-24-15:59:0,61081
2017-11-24-16:00:0,56240
2017-11-24-16:01:0,59779
2017-11-24-16:02:0,58787
2017-11-24-16:03:0,59030
2017-11-24-16:04:0,57535
2017-11-24-16:05:0,61760
2017-11-24-16:06:0,56836
2017-11-24-16:07:0,60067
2017-11-24-16:08:0,57856
2017-11-24-16:09:0,59085
2017-11-24-16:10:0,57042
2017-11-24-16:11:0,57211
2017-11-24-16:12:0,56996
2017-11-24-16:13:0,56633
2017-11-24-16:14:0,58029
2017-11-24-16:15:0,58559
2017-11-24-16:16:0,58945
2017-11-24-16:17:0,59672
2017-11-24-16:18:0,60620
2017-11-24-16:19:0,57847
2017-11-24-16:20:0,58443
2017-11-24-16:21:0,57541
2017-11-24-16:22:0,61771
2017-11-24-16:23:0,60805
2017-11-24-16:24:0,54112
2017-11-24-16:25:0,56080
2017-11-24-16:26:0,55790
2017-11-24-16:27:0,53159
2017-11-24-16:28:0,54178
2017-11-24-16:29:0,57246
2017-11-24-16:30:0,54311
2017-11-24-16:31:0,54979
2017-11-24-16:32:0,55630
2017-11-24-16:33:0,51532
2017-11-24-16:34:0,55084
2017-11-24-16:35:0,53214
2017-11-24-16:36:0,51360
2017-11-24-16:37:0,55357
2017-11-24-16:38:0,54626
2017-11-24-16:39:0,52870
2017-11-24-16:40:0,51577
2017-11-24-16:41:0,52862
2017-11-24-16:42:0,48660
2017-11-24-16:43:0,46697
2017-11-24-16:44:0,44805
2017-11-24-16:45:0,43695
2017-11-24-16:46:0,42087
2017-11-24-16:47:0,45179
2017-11-24-16:48:0,44507
2017-11-24-16:49:0,46400
2017-11-24-16:50:0,49285
2017-11-24-16:51:0,49820
2017-11-24-16:52:0,47744
2017-11-24-16:53:0,47625
2017-11-24-16:54:0,46269
2017-11-24-16:55:0,47862
2017-11-24-16:56:0,42330
2017-11-24-16:57:0,43488
2017-11-24-16:58:0,45468
2017-11-24-16:59:0,42042
2017-11-24-17:00:0,41970
2017-11-24-17:01:0,35743
2017-11-24-17:02:0,37836
2017-11-24-17:03:0,38381
2017-11-24-17:04:0,38934
2017-11-24-17:05:0,36666
2017-11-24-17:06:0,36925
2017-11-24-17:07:0,32786
2017-11-24-17:08:0,36515
2017-11-24-17:09:0,36408
2017-11-24-17:10:0,35529
2017-11-24-17:11:0,32094
2017-11-24-17:12:0,31480
2017-11-24-17:13:0,32128
2017-11-24-17:14:0,31053
2017-11-24-17:15:0,33139
2017-11-24-17:16:0,33555
2017-11-24-17:17:0,35072
2017-11-24-17:18:0,34417
2017-11-24-17:19:0,28894
2017-11-24-17:20:0,30414
2017-11-24-17:21:0,30273
2017-11-24-17:22:0,33917
2017-11-24-17:23:0,29057
2017-11-24-17:24:0,27462
2017-11-24-17:25:0,26684
2017-11-24-17:26:0,27460
2017-11-24-17:27:0,28667
2017-11-24-17:28:0,26195
2017-11-24-17:29:0,28356
2017-11-24-17:30:0,27969
2017-11-24-17:31:0,25700
2017-11-24-17:32:0,27305
2017-11-24-17:33:0,28139
2017-11-24-17:34:0,26711
2017-11-24-17:35:0,27658
2017-11-24-17:36:0,27505
2017-11-24-17:37:0,28830
2017-11-24-17:38:0,27152
2017-11-24-17:39:0,27169
2017-11-24-17:40:0,27343
2017-11-24-17:41:0,26573
2017-11-24-17:42:0,27094
2017-11-24-17:43:0,23993
2017-11-24-17:44:0,26229
2017-11-24-17:45:0,24227
2017-11-24-17:46:0,26525
2017-11-24-17:47:0,24921
2017-11-24-17:48:0,26005
2017-11-24-17:49:0,27339
2017-11-24-17:50:0,25418
2017-11-24-17:51:0,23378
2017-11-24-17:52:0,24313
2017-11-24-17:53:0,24585
2017-11-24-17:54:0,25441
2017-11-24-17:55:0,26080
2017-11-24-17:56:0,24899
2017-11-24-17:57:0,24823
2017-11-24-17:58:0,26246
2017-11-24-17:59:0,404
2017-11-24-18:00:0,24989
2017-11-24-18:01:0,26091
2017-11-24-18:02:0,26905
2017-11-24-18:03:0,23627
2017-11-24-18:04:0,23114
2017-11-24-18:05:0,24793
2017-11-24-18:06:0,25407
2017-11-24-18:07:0,25874
2017-11-24-18:08:0,25281
2017-11-24-18:09:0,23009
2017-11-24-18:10:0,23629
2017-11-24-18:11:0,23582
2017-11-24-18:12:0,22095
2017-11-24-18:13:0,23771
2017-11-24-18:14:0,24716
2017-11-24-18:15:0,23703
2017-11-24-18:16:0,21347
2017-11-24-18:17:0,24936
2017-11-24-18:18:0,24399
2017-11-24-18:19:0,22408
2017-11-24-18:20:0,23696
2017-11-24-18:21:0,23626
2017-11-24-18:22:0,22285
2017-11-24-18:23:0,25415
2017-11-24-18:24:0,24344
2017-11-24-18:25:0,23544
2017-11-24-18:26:0,26903
2017-11-24-18:27:0,25479
2017-11-24-18:28:0,22960
2017-11-24-18:29:0,22614
2017-11-24-18:30:0,23972
2017-11-24-18:31:0,23183
2017-11-24-18:32:0,24352
2017-11-24-18:33:0,25632
2017-11-24-18:34:0,27096
2017-11-24-18:35:0,24274
2017-11-24-18:36:0,23340
2017-11-24-18:37:0,24328
2017-11-24-18:38:0,22783
2017-11-24-18:39:0,23506
2017-11-24-18:40:0,23703
2017-11-24-18:41:0,22267
2017-11-24-18:42:0,23361
2017-11-24-18:43:0,23747
2017-11-24-18:44:0,24247
2017-11-24-18:45:0,20774
2017-11-24-18:46:0,22020
2017-11-24-18:47:0,23490
2017-11-24-18:48:0,25241
2017-11-24-18:49:0,25660
2017-11-24-18:50:0,22114
2017-11-24-18:51:0,23674
2017-11-24-18:52:0,24185
2017-11-24-18:53:0,24006
2017-11-24-18:54:0,24879
2017-11-24-18:55:0,23240
2017-11-24-18:56:0,32277
2017-11-24-18:57:0,27683
2017-11-24-18:58:0,23309
2017-11-24-18:59:0,23578
2017-11-24-19:00:0,25668
2017-11-24-19:01:0,23289
2017-11-24-19:02:0,26314
2017-11-24-19:03:0,24849
2017-11-24-19:04:0,26031
2017-11-24-19:05:0,24121
2017-11-24-19:06:0,26455
2017-11-24-19:07:0,27663
2017-11-24-19:08:0,26931
2017-11-24-19:09:0,24594
2017-11-24-19:10:0,24273
2017-11-24-19:11:0,23861
2017-11-24-19:12:0,24819
2017-11-24-19:13:0,24904
2017-11-24-19:14:0,22344
2017-11-24-19:15:0,23956
2017-11-24-19:16:0,25320
2017-11-24-19:17:0,24650
2017-11-24-19:18:0,25153
2017-11-24-19:19:0,26061
2017-11-24-19:20:0,29604
2017-11-24-19:21:0,29091
2017-11-24-19:22:0,27070
2017-11-24-19:23:0,29220
2017-11-24-19:24:0,26844
2017-11-24-19:25:0,27039
2017-11-24-19:26:0,23935
2017-11-24-19:27:0,29153
2017-11-24-19:28:0,26201
2017-11-24-19:29:0,27413
2017-11-24-19:30:0,24856
2017-11-24-19:31:0,28164
2017-11-24-19:32:0,27428
2017-11-24-19:33:0,28077
2017-11-24-19:34:0,24465
2017-11-24-19:35:0,26678
2017-11-24-19:36:0,25199
2017-11-24-19:37:0,27955
2017-11-24-19:38:0,27972
2017-11-24-19:39:0,27236
2017-11-24-19:40:0,28615
2017-11-24-19:41:0,26824
2017-11-24-19:42:0,26418
2017-11-24-19:43:0,26030
2017-11-24-19:44:0,25211
2017-11-24-19:45:0,27784
2017-11-24-19:46:0,23848
2017-11-24-19:47:0,25587
2017-11-24-19:48:0,24700
2017-11-24-19:49:0,27571
2017-11-24-19:50:0,26061
2017-11-24-19:51:0,26039
2017-11-24-19:52:0,26891
2017-11-24-19:53:0,29108
2017-11-24-19:54:0,23213
2017-11-24-19:55:0,24774
2017-11-24-19:56:0,24882
2017-11-24-19:57:0,24126
2017-11-24-19:58:0,25291
2017-11-24-19:59:0,23087
2017-11-24-20:00:0,25489
2017-11-24-20:01:0,23968
2017-11-24-20:02:0,25448
2017-11-24-20:03:0,27181
2017-11-24-20:04:0,29560
2017-11-24-20:05:0,26921
2017-11-24-20:06:0,28577
2017-11-24-20:07:0,29815
2017-11-24-20:08:0,29614
2017-11-24-20:09:0,26935
2017-11-24-20:10:0,28210
2017-11-24-20:11:0,30801
2017-11-24-20:12:0,27495
2017-11-24-20:13:0,30037
2017-11-24-20:14:0,28486
2017-11-24-20:15:0,29230
2017-11-24-20:16:0,29484
2017-11-24-20:17:0,29198
2017-11-24-20:18:0,28507
2017-11-24-20:19:0,29131
2017-11-24-20:20:0,30820
2017-11-24-20:21:0,33010
2017-11-24-20:22:0,29329
2017-11-24-20:23:0,27627
2017-11-24-20:24:0,30622
2017-11-24-20:25:0,29615
2017-11-24-20:26:0,29333
2017-11-24-20:27:0,28520
2017-11-24-20:28:0,28552
2017-11-24-20:29:0,29301
2017-11-24-20:30:0,25679
2017-11-24-20:31:0,28404
2017-11-24-20:32:0,25882
2017-11-24-20:33:0,29846
2017-11-24-20:34:0,28301
2017-11-24-20:35:0,26741
2017-11-24-20:36:0,30094
2017-11-24-20:37:0,26804
2017-11-24-20:38:0,27387
2017-11-24-20:39:0,27628
2017-11-24-20:40:0,27163
2017-11-24-20:41:0,26423
2017-11-24-20:42:0,28294
2017-11-24-20:43:0,27751
2017-11-24-20:44:0,26455
2017-11-24-20:45:0,27867
2017-11-24-20:46:0,28794
2017-11-24-20:47:0,25383
2017-11-24-20:48:0,26762
2017-11-24-20:49:0,28430
2017-11-24-20:50:0,28661
2017-11-24-20:51:0,25134
2017-11-24-20:52:0,28962
2017-11-24-20:53:0,26809
2017-11-24-20:54:0,28587
2017-11-24-20:55:0,26657
2017-11-24-20:56:0,27976
2017-11-24-20:57:0,27670
2017-11-24-20:58:0,27217
2017-11-24-20:59:0,29480
2017-11-24-21:00:0,25865
2017-11-24-21:01:0,28287
2017-11-24-21:02:0,28782
2017-11-24-21:03:0,27753
2017-11-24-21:04:0,27056
2017-11-24-21:05:0,30123
2017-11-24-21:06:0,29492
2017-11-24-21:07:0,26657
2017-11-24-21:08:0,28467
2017-11-24-21:09:0,26191
2017-11-24-21:10:0,26701
2017-11-24-21:11:0,27024
2017-11-24-21:12:0,26767
2017-11-24-21:13:0,29602
2017-11-24-21:14:0,30648
2017-11-24-21:15:0,28259
2017-11-24-21:16:0,27509
2017-11-24-21:17:0,29148
2017-11-24-21:18:0,28626
2017-11-24-21:19:0,28248
2017-11-24-21:20:0,30278
2017-11-24-21:21:0,29364
2017-11-24-21:22:0,27382
2017-11-24-21:23:0,25294
2017-11-24-21:24:0,26433
2017-11-24-21:25:0,29648
2017-11-24-21:26:0,28508
2017-11-24-21:27:0,28638
2017-11-24-21:28:0,29240
2017-11-24-21:29:0,28200
2017-11-24-21:30:0,29232
2017-11-24-21:31:0,29192
2017-11-24-21:32:0,28995
2017-11-24-21:33:0,27432
2017-11-24-21:34:0,27824
2017-11-24-21:35:0,26406
2017-11-24-21:36:0,28059
2017-11-24-21:37:0,27311
2017-11-24-21:38:0,27653
2017-11-24-21:39:0,25078
2017-11-24-21:40:0,27237
2017-11-24-21:41:0,28090
2017-11-24-21:42:0,26854
2017-11-24-21:43:0,26281
2017-11-24-21:44:0,28102
2017-11-24-21:45:0,27459
2017-11-24-21:46:0,28651
2017-11-24-21:47:0,28125
2017-11-24-21:48:0,27784
2017-11-24-21:49:0,28024
2017-11-24-21:50:0,26169
2017-11-24-21:51:0,27513
2017-11-24-21:52:0,27846
2017-11-24-21:53:0,28853
2017-11-24-21:54:0,27310
2017-11-24-21:55:0,27837
2017-11-24-21:56:0,26967
2017-11-24-21:57:0,26739
2017-11-24-21:58:0,25955
2017-11-24-21:59:0,23991
2017-11-24-22:00:0,25785
2017-11-24-22:01:0,25239
2017-11-24-22:02:0,23486
2017-11-24-22:03:0,24851
2017-11-24-22:04:0,25636
2017-11-24-22:05:0,25219
2017-11-24-22:06:0,24680
2017-11-24-22:07:0,25644
2017-11-24-22:08:0,24611
2017-11-24-22:09:0,24941
2017-11-24-22:10:0,26846
2017-11-24-22:11:0,25043
2017-11-24-22:12:0,25441
2017-11-24-22:13:0,25872
2017-11-24-22:14:0,26029
2017-11-24-22:15:0,25402
2017-11-24-22:16:0,27741
2017-11-24-22:17:0,26545
2017-11-24-22:18:0,27909
2017-11-24-22:19:0,26960
2017-11-24-22:20:0,26083
2017-11-24-22:21:0,27054
2017-11-24-22:22:0,24815
2017-11-24-22:23:0,25315
2017-11-24-22:24:0,26850
2017-11-24-22:25:0,24821
2017-11-24-22:26:0,25630
2017-11-24-22:27:0,24564
2017-11-24-22:28:0,25648
2017-11-24-22:29:0,22638
2017-11-24-22:30:0,26310
2017-11-24-22:31:0,25801
2017-11-24-22:32:0,26135
2017-11-24-22:33:0,24157
2017-11-24-22:34:0,23627
2017-11-24-22:35:0,23741
2017-11-24-22:36:0,24000
2017-11-24-22:37:0,24868
2017-11-24-22:38:0,25487
2017-11-24-22:39:0,24921
2017-11-24-22:40:0,23640
2017-11-24-22:41:0,24814
2017-11-24-22:42:0,25866
2017-11-24-22:43:0,26644
2017-11-24-22:44:0,25072
2017-11-24-22:45:0,25731
2017-11-24-22:46:0,24405
2017-11-24-22:47:0,22929
2017-11-24-22:48:0,23397
2017-11-24-22:49:0,24630
2017-11-24-22:50:0,22175
2017-11-24-22:51:0,22937
2017-11-24-22:52:0,23324
2017-11-24-22:53:0,21455
2017-11-24-22:54:0,21810
2017-11-24-22:55:0,21775
2017-11-24-22:56:0,21733
2017-11-24-22:57:0,22007
2017-11-24-22:58:0,21274
2017-11-24-22:59:0,22366
2017-11-24-23:00:0,20776
2017-11-24-23:01:0,19937
2017-11-24-23:02:0,21573
2017-11-24-23:03:0,19900
2017-11-24-23:04:0,22425
2017-11-24-23:05:0,22026
2017-11-24-23:06:0,19215
2017-11-24-23:07:0,19508
2017-11-24-23:08:0,20388
2017-11-24-23:09:0,19145
2017-11-24-23:10:0,17524
2017-11-24-23:11:0,17687
2017-11-24-23:12:0,17065
2017-11-24-23:13:0,17258
2017-11-24-23:14:0,16309
2017-11-24-23:15:0,18920
2017-11-24-23:16:0,17581
2017-11-24-23:17:0,17955
2017-11-24-23:18:0,15961
2017-11-24-23:19:0,17378
2017-11-24-23:20:0,16901
2017-11-24-23:21:0,17004
2017-11-24-23:22:0,18039
2017-11-24-23:23:0,17117
2017-11-24-23:24:0,16347
2017-11-24-23:25:0,16092
2017-11-24-23:26:0,16254
2017-11-24-23:27:0,15897
2017-11-24-23:28:0,15068
2017-11-24-23:29:0,15334
2017-11-24-23:30:0,13494
2017-11-24-23:31:0,13579
2017-11-24-23:32:0,13461
2017-11-24-23:33:0,13385
2017-11-24-23:34:0,12378
2017-11-24-23:35:0,13933
2017-11-24-23:36:0,14930
2017-11-24-23:37:0,13923
2017-11-24-23:38:0,13674
2017-11-24-23:39:0,12496
2017-11-24-23:40:0,11856
2017-11-24-23:41:0,13954
2017-11-24-23:42:0,12417
2017-11-24-23:43:0,12681
2017-11-24-23:44:0,13658
2017-11-24-23:45:0,13248
2017-11-24-23:46:0,13476
2017-11-24-23:47:0,12302
2017-11-24-23:48:0,13748
2017-11-24-23:49:0,11419
2017-11-24-23:50:0,13503
2017-11-24-23:51:0,10982
2017-11-24-23:52:0,13225
2017-11-24-23:53:0,12806
2017-11-24-23:54:0,12576
2017-11-24-23:55:0,12881
2017-11-24-23:56:0,13107
2017-11-24-23:57:0,12240
2017-11-24-23:58:0,12507
2017-11-24-23:59:0,286
